"concerncode","bedrijfsnaam","plaats","geestelijkegezondheidszorg","gehandicaptenzorg","thuiszorg","omzet","winst","personeelskostentotaal","fte","jaar","perc_winst","perc_loon","omzet_fte"
"YSVLWKRVW7","Stichting OlmenEs","Appelscha","nee","ja","nee","12159828","253229","8830037",NA,2012,2.1,72.6,NA
"YSW8FM3UBR","Stichting Nehemia Zorg","Heerhugowaard","ja","nee","nee","1708892","-58295","1094291",NA,2012,-3.4,64,NA
"YSXJLHYGUG","Stichting Zorgpartners Friesland","Leeuwarden","nee","nee","ja","500771000","11254000","277555000",NA,2012,2.2,55.4,NA
"YSYE8U74F7","Stichting Koninklijke Visio, expertisecentrum voor slechtziende en blinde mensen","Huizen","nee","ja","ja","158806560","1547683","112843540",NA,2012,1,71.1,NA
"YSYJGN52RB","Intellimatch B.V.","Amsterdam Zuidoost","nee","nee","ja","3967798","-260843","3048178",NA,2012,-6.6,76.8,NA
"YV6GWMEYP6","Veni Etinam","Zuidlaren","ja","nee","nee",NA,NA,NA,NA,2012,NA,NA,NA
"YY2ABG5PWR","De Buitenwereld Waddinxveen B.V.","Gouda","ja","nee","nee","881702","51706","537190",NA,2012,5.9,60.9,NA
"YY34W9KEWG","Stichting Thuiszorg Orchidee","Amsterdam Zuidoost","nee","nee","ja","406457","116808","190581",NA,2012,28.7,46.9,NA
"YY3QLGL76K","Special Home Care B.V.","Delft","nee","nee","ja","521736","14755","438184",NA,2012,2.8,84,NA
"YY3W7LCG29","BOTS Begeleiding B.V.","Nijmegen","ja","nee","nee","614185","381","532221",NA,2012,0.1,86.7,NA
"YY4T5GH65B","Stichting de Droomboom","Blaricum","nee","ja","nee","626213","34342","477086",NA,2012,5.5,76.2,NA
"YY6Q38PZJR","Stichting Bejaardenzorg Clara Fey","Maastricht","nee","nee","ja","6138899","410492","4404403",NA,2012,6.7,71.7,NA
"YY6WJKGBGT","Stichting De Haardstee","LEIDEN","nee","ja","nee","6916117","834963","4069343",NA,2012,12.1,58.8,NA
"YY7E2KPBY7","Stichting Care Alliantie","Almere","nee","nee","ja",NA,NA,NA,NA,2012,NA,NA,NA
"YY7MC6E5XR","Stichting De Regenboog Groep","Amsterdam","ja","nee","nee","9572854","8894","6106536",NA,2012,0.1,63.8,NA
"YY8LNW9PAB","Stichting Dimence Groep","Deventer","ja","nee","nee","155002364","3916528","108783141",NA,2012,2.5,70.2,NA
"YY8S5R3D87","Psychotherapiepraktijk Maastricht","Maastricht","ja","nee","nee","589731","181595","309956",NA,2012,30.8,52.6,NA
"YY9GYVPUMB","Skils B.V.","Leiden","ja","nee","nee","3786576","136407","2811992",NA,2012,3.6,74.3,NA
"YYBGMS4AU7","Zorgcentrum Oranjehof","ELSPEET","nee","nee","ja",NA,NA,NA,NA,2012,NA,NA,NA
"YYBKBVAKMG","Talent B.V.","Eckelrade","ja","nee","nee","6080672","42277","3640469",NA,2012,0.7,59.9,NA
"YYD2WP7BDR","Werkdag B.V.","Cruquius","ja","ja","nee","521893","-12580","241191",NA,2012,-2.4,46.2,NA
"YYEU6268S9","Bonniers Zorg","Dordrecht","nee","nee","ja",NA,NA,NA,NA,2012,NA,NA,NA
"YYF2UU35AK","Stichting Thuiszorg Diakonie Zaanstreek Waterland","Zaandam","nee","nee","ja","1474930","157493","1041008",NA,2012,10.7,70.6,NA
"YYGPSY4YGB","Thuiszorg Hart voor Nederland B.V.","Utrecht","nee","nee","ja",NA,NA,NA,NA,2012,NA,NA,NA
"YYJM4ZFA89","Stichting Q-Care-Net","Arnhem","ja","nee","nee",NA,NA,NA,NA,2012,NA,NA,NA
"YYLF477WET","GGZ Direct B.V.","Lelystad","ja","nee","nee",NA,NA,NA,NA,2012,NA,NA,NA
"YYM6TBXTL9","Zorgenco","SINT WILLEBRORD","nee","nee","ja","148701","49287","66131",NA,2012,33.1,44.5,NA
"YYNYT55J5T","Clementia Zorgverleners B.V.","'s-Gravenhage","nee","nee","ja","1680301","36704","1243326",NA,2012,2.2,74,NA
"YYPJELRFDK","Stichting Enzo","Zaandam","nee","ja","nee",NA,NA,NA,NA,2012,NA,NA,NA
"YYPXP9UM59","Cardea Jeugdzorg","Leiden","ja","ja","nee","24721378","339254","19215752",NA,2012,1.4,77.7,NA
"YYQ6VZ37PG","Stichting CuraMare","Dirksland","nee","nee","ja","105914126","1243210","68227516",NA,2012,1.2,64.4,NA
"YYQ7JNVLVB","Castle Craig Nederland B.V.","'s-Gravenhage","ja","nee","nee","1673221","149310","1113969",NA,2012,8.9,66.6,NA
"YYQRZJSC6R","Stichting Ambulatorium Ottho Gerhard Heldring","Zetten","ja","nee","nee","2189399","94308","1776400",NA,2012,4.3,81.1,NA
"YYRPXAGPC7","ALPHA CARE TWENTE","Oldenzaal","nee","nee","ja",NA,NA,NA,NA,2012,NA,NA,NA
"YYSCBZMAPB","Stichting Pension Singelzicht","Utrecht","ja","nee","nee","1570069","135316","1014958",NA,2012,8.6,64.6,NA
"YYSPMUW4LR","EDT Maastricht","Maastricht","ja","nee","nee","177819","86168","43123",NA,2012,48.5,24.3,NA
"YYTDZHMTX7","Coöperatie Thuisverpleging Het Rijk van Nijmegen U.A.","Nijmegen","nee","nee","ja","1767253","258377","1365060",NA,2012,14.6,77.2,NA
"YYTMFFZXBB","Stichting Werkt voor Ouderen","Vlissingen","nee","nee","ja","50369351","5963700","31738689",NA,2012,11.8,63,NA
"YYTSGKAYY9","Raphaëlstichting","Schoorl","ja","ja","ja","59931674","1201430","38931120",NA,2012,2,65,NA
"YYU5JMJUS6","Thuiszorg Comfort AWBZ B.V.","Groningen","nee","nee","ja","1246191","4727","870897",NA,2012,0.4,69.9,NA
"YYWQEDV9Q7","re-Activate B.V.","Hilversum","ja","nee","nee",NA,NA,NA,NA,2012,NA,NA,NA
"YYX9L2YVRT","De ZorgFamilie","Rotterdam","nee","nee","ja","2092012","260103","1516357",NA,2012,12.4,72.5,NA
"YYY9GP5BTK","Stichting Relim","Landgraaf","ja","nee","nee","6099850","48259","4968507",NA,2012,0.8,81.5,NA
"3538WBEPU9","Stichting Intermedicare","Bussum","nee","nee","ja","920296","3325","224266",NA,2013,0.4,24.4,NA
"353H9Q688B","Stichting ActiVite","Leiderdorp","nee","nee","ja","94478749","3169035","72870643",NA,2013,3.4,77.1,NA
"353QTD8G7G","De Zorgzaak Holding B.V.","Hoogeveen","nee","nee","ja","13858853","1237014","11203338",NA,2013,8.9,80.8,NA
"354GNZAYCB","Syncope","Winschoten","nee","nee","ja","169903","40609","31799",NA,2013,23.9,18.7,NA
"35566VNXNK","Stichting Bestuur en Toezicht Triade","Lelystad","ja","ja","nee","78819256","3496930","52820530",NA,2013,4.4,67,NA
"3557GA5NEG","Stichting 't Gerack","Uithuizen","nee","nee","ja","9239985","116854","6541844",NA,2013,1.3,70.8,NA
"355RJHL7K7","Stichting Woon/Zorgcentrum Het Hooge Heem","Grootegast","nee","nee","ja","4857106","-27756","3132178",NA,2013,-0.6,64.5,NA
"3568ZQQZ8T","Stichting Epilepsie Instellingen Nederland","Heemstede","nee","ja","nee","85268000","3599000","61025000",NA,2013,4.2,71.6,NA
"356HE9V5R9","Stichting Zorgcentrum voor Ouderen De Marke","Bergen (NH)","nee","nee","ja","5417146","-2080851","3279980",NA,2013,-38.4,60.5,NA
"356QFG3BS6","Boerhaave","Haarlem","nee","nee","ja","67275958","1618118","41353439",NA,2013,2.4,61.5,NA
"356ZYL97FK","Stichting Woonvoorzieningen Lichamelijk Gehandicapten Noord-Holland Midden","Purmerend","nee","ja","nee","4723071","-138051","3245953",NA,2013,-2.9,68.7,NA
"357DN995QT","Stichting Onder Een Dak","Maassluis","ja","nee","nee","6245905","-103148","4272964",NA,2013,-1.7,68.4,NA
"35AZ2ATKEB","Stichting Karakter","Ede","ja","nee","nee","56876912","1198567","43522566",NA,2013,2.1,76.5,NA
"35EUN6TSD7","Zorggroep Noord- en Midden-Limburg / De Zorggroep (Stichting)","VENLO","nee","nee","ja","295096084","2948597","221090642",NA,2013,1,74.9,NA
"35EVCVS9T9","Stichting Zorggroep West- en Midden-Brabant","Breda","nee","nee","ja","248206145","3987594","195563574",NA,2013,1.6,78.8,NA
"35F32H5P2K","'Sanitas' Thuiszorg","Zwolle","nee","nee","ja","1757818","190548","1291322",NA,2013,10.8,73.5,NA
"35FBAFLGW9","Better Life Thuiszorg","Huizen","nee","nee","ja","2360550","17854","1886029",NA,2013,0.8,79.9,NA
"35FTC2CEJG","Stichting Thuiszorg De Sleutel","Eindhoven","nee","nee","ja",NA,NA,NA,NA,2013,NA,NA,NA
"35KJTLMAB6","SIG (Stichting)","BEVERWIJK","nee","ja","nee","18251619","1216857","10981389",NA,2013,6.7,60.2,NA
"35LWLRPUH6","Stichting Sara","Amsterdam","nee","nee","ja","1335293","10457","0",NA,2013,0.8,0,NA
"35PEUDZFC9","Schutse Zorg Tholen","Sint-Annaland","nee","nee","ja","6802949","152573","4279479",NA,2013,2.2,62.9,NA
"35PJ27BMSG","Stichting Kind in Ontwikkeling KIO","Heinkenszand","nee","ja","nee","2767064","53065","1961720",NA,2013,1.9,70.9,NA
"35Q9F2KEMR","Stichting Welzijn Ouderen Arnhem","Arnhem","nee","nee","ja","3572940","27038","2217736",NA,2013,0.8,62.1,NA
"35QJYXA8UT","R.K. Zorginstelling Stichting Jan Berchmans","NIJMEGEN","nee","nee","ja","3275608","-41368","1965794",NA,2013,-1.3,60,NA
"35R73C93ZR","Stichting ABC Zorgcomfort","Duiven","nee","nee","ja","27000","19161","0",NA,2013,71,0,NA
"35R9VE3QTB","AltraCura B.V.","Meerssen","ja","nee","ja","2103007","-18220","1952896",NA,2013,-0.9,92.9,NA
"35RRJVV9DT","Stichting Thuiszorg De Versterking","Almere","nee","nee","ja","891490","182384","141523",NA,2013,20.5,15.9,NA
"35S98FUFHT","Pi-groep Zorg B.V.","Drachten","ja","nee","nee","7314982","73222","5041865",NA,2013,1,68.9,NA
"35SRDXPZWK","Stichting QuaRijn","Wijk bij Duurstede","nee","nee","ja","44788493","368062","31777965",NA,2013,0.8,71,NA
"35T27YNWKT","stichting Pro Persona Holding","Wolfheze","ja","nee","nee","224900000","-4895000","166853000",NA,2013,-2.2,74.2,NA
"35T3KCXTQB","Zorg- en Therapie Centrum Wittelte","Wittelte","ja","ja","nee","2255879","17466","1478591",NA,2013,0.8,65.5,NA
"35TNLVWXER","Stichting Wijdezorg","Zoeterwoude","nee","nee","ja","29039748","1860208","18595811",NA,2013,6.4,64,NA
"35UQK65JD9","Stichting Herman Frantsenhuizen","Vlaardingen","nee","ja","nee","2888043","186212","1552007",NA,2013,6.4,53.7,NA
"35WHCNM4U6","Thuis in Zorg","Rotterdam","nee","nee","ja",NA,NA,NA,NA,2013,NA,NA,NA
"35X9F6HSEK","Pro Juventus","Wezep","ja","nee","nee",NA,NA,NA,NA,2013,NA,NA,NA
"35XJS42HK9","Thuiszorg Heerendordt B.V.","KLAZIENAVEEN","nee","nee","ja","5013408","-222433","4124239",NA,2013,-4.4,82.3,NA
"35YJKN8QC7","Riagg Groep","Maastricht","ja","nee","nee","15815010","324309","11849834",NA,2013,2.1,74.9,NA
"35YXLJY3SB","St. Elisabeth Roosendaal","Roosendaal","nee","nee","ja","9257644","51144","5881907",NA,2013,0.6,63.5,NA
"35ZC5JZ27K","Stichting Welzijn Brummen","Brummen","nee","nee","ja","1548094","-2255","1045748",NA,2013,-0.1,67.6,NA
"3839XFTRQ2","Klimkoord (Stichting)","FIJNAART","ja","nee","nee","23398","2083","15915",NA,2013,8.9,68,NA
"385LE5YHC2","stichting Laverhof","Heeswijk-Dinther","nee","nee","ja","33346606","1509981","23217930",NA,2013,4.5,69.6,NA
"38CW829KNY","Stichting Inaya Zorg","Utrecht","nee","ja","nee",NA,NA,NA,NA,2013,NA,NA,NA
"38NHYWN5EY","Nova, kwaliteit in zorg","Roermond","ja","nee","nee","457125","256729","114006",NA,2013,56.2,24.9,NA
"38PN4M9S2H","MC² B.V.","Tilburg","ja","nee","nee","228130","4462","148004",NA,2013,2,64.9,NA
"38RSSUAM2Y","PITTwente","Enschede","ja","nee","nee","932153","-149753","823667",NA,2013,-16.1,88.4,NA
"38SMWYY6PZ","Geneeskundige en Gezondheidsdienst Amsterdam","Amsterdam","ja","nee","nee",NA,NA,NA,NA,2013,NA,NA,NA
"38VBZG6FMY","Stichting Het Lindeke","Halsteren","ja","nee","nee",NA,NA,NA,NA,2013,NA,NA,NA
"38VK37CKY2","Hersencentrum B.V.","Alkmaar","ja","nee","nee","922973","127302","657482",NA,2013,13.8,71.2,NA
"3C3CHZXQ5P","Woonzorg Combinatie Overijssel B.V.","ZWOLLE","ja","nee","nee","0","-139697","0",NA,2013,-Inf,NA,NA
"3CA74CP88Z","Stichting StepS Rehab","Amsterdam","ja","nee","nee","2330765","285696","606198",NA,2013,12.3,26,NA
"3G22DDYGXR","Stichting Verpleeghuis Het Parkhuis","Dordrecht","nee","nee","ja","30143975","1209876","20615684",NA,2013,4,68.4,NA
"3G3PWREWJR","Rinette Zorg B.V.","Best","nee","nee","ja","3312595","-167028","3226655",NA,2013,-5,97.4,NA
"3G4FXR48H9","Landelijke Stichting Vredenoord","Huis ter Heide","nee","nee","ja","6285626","207410","4152259",NA,2013,3.3,66.1,NA
"3G4VCHC75T","De Zevenster","Zevenhuizen","nee","nee","ja","5727013","131986","4123701",NA,2013,2.3,72,NA
"3G5J8C7FLR","Stichting Zorgpartners Midden-Holland","Gouda","nee","nee","ja","134009607","4194845","80506856",NA,2013,3.1,60.1,NA
"3G73C7QMUK","Stichting NKCV","Nijmegen","ja","nee","nee","1870507","17917","759277",NA,2013,1,40.6,NA
"3G8B86KDQG","Driezorg","Zwolle","nee","nee","ja","46575620","1018114","29779157",NA,2013,2.2,63.9,NA
"3G8G6SCUN9","Stichting Isala Klinieken","Zwolle","ja","nee","nee","480893918","7926590","249581419",NA,2013,1.6,51.9,NA
"3G8T34APE7","Mediant, locatie Helmerzijde","Enschede","ja","nee","nee","60712251","910380","46016555",NA,2013,1.5,75.8,NA
"3G95PJQTG9","Stichting Diafaan / Diafaan Thuiszorg","Zevenaar","nee","nee","ja","37887001","-2032126","25585992",NA,2013,-5.4,67.5,NA
"3G9F259WS7","Vilente Service Bureau/Vilente De Klinkenberg","Ede","nee","nee","ja","56001336","378872","35278581",NA,2013,0.7,63,NA
"3G9VENJHJK","Zorggroep Apeldoorn","Apeldoorn","nee","nee","ja","76476865","1307792","52367525",NA,2013,1.7,68.5,NA
"3GB4DLZAFG","Stichting Huisvesting Ouderen Westerbork","Westerbork","nee","nee","ja","7430179","-234970","5202538",NA,2013,-3.2,70,NA
"3GBQ8QF9CK","Stichting MJD-Groningen","Groningen","ja","nee","nee","11548674","247328","9273021",NA,2013,2.1,80.3,NA
"3GBWGGMVS9","Woon- Zorgcentrum Burg Van Julsingha","Delfzijl","nee","nee","ja","7910227","333241","4820898",NA,2013,4.2,60.9,NA
"3GCFYUUSW6","Stichting Carint reggeland Groep","Hengelo","nee","nee","ja","187251272","5685494","132595057",NA,2013,3,70.8,NA
"3GDFS2P2KG","Landzijde","Purmerend","ja","nee","nee","8836248","566708","721549",NA,2013,6.4,8.2,NA
"3GDGWHWAQK","Gunst Zorg B.V.","HOORN NH","nee","nee","ja","888216","125963","662269",NA,2013,14.2,74.6,NA
"3GE4NKTEP6","Particulier Gespecialiseerd Zorgverleningsbureau Limburg/Noord-Brabant B.V.","Nederweert-Eind","ja","ja","nee","4708061","923109","3065627",NA,2013,19.6,65.1,NA
"3GEQCESPRR","Stichting Zorgcentra De Betuwe","Maurik","nee","nee","ja","39369444","-2037507","27997410",NA,2013,-5.2,71.1,NA
"3GEW58HGNT","Stichting Zorggroep Alblasserwaard en Vijfheerenlanden","AMEIDE","nee","nee","ja","24377764","102955","15479320",NA,2013,0.4,63.5,NA
"3GFGWV7XT7","Stichting Joods Bejaardencentrum Den Haag","'s-Gravenhage","nee","nee","ja","4728752","184353","2522885",NA,2013,3.9,53.4,NA
"3GH4J7JM3R","St Leger des Heils Welzyns-en Gezondheidszorg","Almere","ja","ja","ja","317050438","-9969445","227158158",NA,2013,-3.1,71.6,NA
"3GHVHW2YMG","Stichting Zorgspectrum","Nieuwegein","nee","nee","ja","57030000","1289000","37851000",NA,2013,2.3,66.4,NA
"3GJ3H9SQAB","Stichting PuurZuid Groep","Amsterdam","nee","nee","ja","15537187","-3808596","10430239",NA,2013,-24.5,67.1,NA
"3GJBVVHLTR","Stichting Combiwel Amsterdam","Amsterdam","nee","nee","ja","31735791","530391","19889900",NA,2013,1.7,62.7,NA
"3GJYXLVJ87","Miroya (Stichting)","AMERSFOORT","ja","nee","nee","209311","-119515","248044",NA,2013,-57.1,118.5,NA
"3GLZK4N66G","Stichting Vitalis Zorg Groep","Eindhoven","nee","nee","ja","122797000","2651000","81942000",NA,2013,2.2,66.7,NA
"3GMLQ4UHZ6","Stichting Schakelring","Waalwijk","nee","nee","ja","51499959","768969","34653240",NA,2013,1.5,67.3,NA
"3GMMMMPX59","deBreedonk, woon-zorgcentra","Breda","nee","nee","ja","12704354","-15370","9195064",NA,2013,-0.1,72.4,NA
"3GNV9XGZH7","Stichting Zorggroep Oude en Nieuwe Land","Emmeloord","nee","nee","ja","80311131","-731757","65588378",NA,2013,-0.9,81.7,NA
"3GPDUWRKYR","Stichting Libertas Leiden","Leiden","nee","nee","ja","29342822","224675","20986468",NA,2013,0.8,71.5,NA
"3GQADYLZA6","Ortys Depressie Centrum B.V.","Capelle aan den IJssel","ja","nee","nee","455977","-44565","344819",NA,2013,-9.8,75.6,NA
"3GQJFHK7Z9","Multi-Care B.V.","'s-Gravenhage","nee","nee","ja",NA,NA,NA,NA,2013,NA,NA,NA
"3GQMYFA5DG","Stichting Fundis","Gouda","nee","nee","ja","119208346","-587181","89678094",NA,2013,-0.5,75.2,NA
"3GR6XJJTST","Stichting LA PROVIDENCE","Grubbenvorst","nee","nee","ja","8369369","32746","5622797",NA,2013,0.4,67.2,NA
"3GRJV53UXK","Verpleeghuis Bergweide","Heerlen","nee","nee","ja","10870022","361193","7617755",NA,2013,3.3,70.1,NA
"3GU8R9N4R7","Stichting Rosengaerde","Dalfsen","nee","nee","ja","9431715","685186","6064744",NA,2013,7.3,64.3,NA
"3GUHLSLUET","St. Philadelphia Zorg","Amersfoort","nee","ja","nee","362440580","-14634057","273999027",NA,2013,-4,75.6,NA
"3GWC76CDV6","Stichting Trimenzo","Twello","nee","nee","ja","13474277","-240820","9971247",NA,2013,-1.8,74,NA
"3GWPU4KP6K","Woon- Zorg en Dienstencentrum Bethanië","Ede","nee","nee","ja","6511699","93822","3685793",NA,2013,1.4,56.6,NA
"3GXJFKHEVB","Stichting Oro","Helmond","nee","ja","nee","61061946","1083429","43927061",NA,2013,1.8,71.9,NA
"3GZ6AX49WG","Stichting Christelijk Verpleeghuis Norschoten","Barneveld","nee","nee","ja","21027011","262418","13912627",NA,2013,1.2,66.2,NA
"3GZ9CZ2VJ7","Stichting Ons Bedrijf","Barneveld","ja","ja","nee","1647004","137141","1085313",NA,2013,8.3,65.9,NA
"3GZRNNBHCR","Zorgcentrum 't Anker","Kesteren","nee","nee","ja","4074702","-203816","2872634",NA,2013,-5,70.5,NA
"3P3UQYTU9R","Zorggroep 't Achterhuus B.V.","ALTEVEER (GEM. HOOGEVEEN)","ja","nee","nee","1379513","200453","780282",NA,2013,14.5,56.6,NA
"3P3VS9S2D7","Zorg in Uitvoering B.V. (Radar Groep B.V.)","AMSTERDAM","ja","nee","nee","1234000","-163000","1072000",NA,2013,-13.2,86.9,NA
"3P6FB24XU7","AZA B.V.","Alkmaar","nee","nee","ja",NA,NA,NA,NA,2013,NA,NA,NA
"3P6VYS9YKK","Action Kids B.V.","Zoetermeer","ja","nee","nee",NA,NA,NA,NA,2013,NA,NA,NA
"3P8EJPFZPK","Melody PsyCare GGZ B.V.","Dinxperlo","ja","nee","nee","583216","68044","425498",NA,2013,11.7,73,NA
"3P9N8FA2Y9","Stichting Simetri","Alkmaar","nee","ja","nee","779195","30955","566325",NA,2013,4,72.7,NA
"3PAVMX2W7B","Benzorg","Amsterdam","nee","nee","ja",NA,NA,NA,NA,2013,NA,NA,NA
"3PCMUY3KJT","Psyche, praktijk voor multidisciplinaire behandeling B.V.","Boxtel","ja","nee","nee",NA,NA,NA,NA,2013,NA,NA,NA
"3PE3RWRJBB","The Home Clinic","Weesp","ja","nee","nee","240698","118298","57216",NA,2013,49.1,23.8,NA
"3PEYDR2BX7","Stichting Ibass","Ede","ja","nee","nee",NA,NA,NA,NA,2013,NA,NA,NA
"3PSW45EYNG","Tukker Totaal","Hengelo Ov","nee","ja","nee",NA,NA,NA,NA,2013,NA,NA,NA
"3PV7HWC6FR","KubusZorg","Elst","nee","ja","nee",NA,NA,NA,NA,2013,NA,NA,NA
"3PVXVBYFRT","Stichting Ludgerus, wonen voor senioren","Deventer","nee","nee","ja",NA,NA,NA,NA,2013,NA,NA,NA
"3Q3QSGYSP6","Active4you B.V.","Eindhoven","ja","ja","nee",NA,NA,NA,NA,2013,NA,NA,NA
"3Q3VTQ8VNT","Stichting Wassenaarse Zorgverlening","Wassenaar","nee","nee","ja","15693987","1630","10768317",NA,2013,0,68.6,NA
"3Q3W9EHHLK","Siloah Stichting Gehandicaptenzorg Gereformeerde Gemeenten","Ridderkerk","nee","ja","nee","23165345","289898","15487368",NA,2013,1.3,66.9,NA
"3Q5PJ2LE96","Amare Zorgcoaching B.V.","Drunen","nee","ja","nee",NA,NA,NA,NA,2013,NA,NA,NA
"3Q7A583EZ9","Bos en Meerzicht Verzorgd Wonen B.V.","Oudemirdum","nee","nee","ja",NA,NA,NA,NA,2013,NA,NA,NA
"3Q7JXSVY57","Thuiszorg Dichtbij","Groningen","nee","nee","ja","2888310","235059","190500",NA,2013,8.1,6.6,NA
"3Q7XH6S69B","De Gelukkige Dolfijntjes V.O.F.","PURMEREND","nee","ja","nee","355276","26851","176987",NA,2013,7.6,49.8,NA
"3QBGDSWBKG","Mycare Groningen","Hoogezand","nee","ja","nee",NA,NA,NA,NA,2013,NA,NA,NA
"3QBTF475MB","Stichting OTwee","Haren Gn","nee","ja","nee",NA,NA,NA,NA,2013,NA,NA,NA
"3QC2PEQQN9","Stichting De Gezonde Zorg","Rotterdam","ja","nee","nee","1750491","19040","1700168",NA,2013,1.1,97.1,NA
"3QCSFPZRAT","Merano Management B.V.","Oosterhout","nee","nee","ja",NA,NA,NA,NA,2013,NA,NA,NA
"3QDN9JGL87","Stichting InterPsyche","Zuidland","ja","nee","nee",NA,NA,NA,NA,2013,NA,NA,NA
"3QGZ6ANDWB","Stichting ZorgBedrijf Noord-Holland","Zeegse","nee","nee","ja","2829704","-31593","2482399",NA,2013,-1.1,87.7,NA
"3QJD7XRWM6","Ervaar Anders","Etten-Leur","ja","nee","nee",NA,NA,NA,NA,2013,NA,NA,NA
"3QJMWZUNUK","Stichting GoedGeregeld","Groningen","nee","ja","nee","1025122","14143","930000",NA,2013,1.4,90.7,NA
"3QJSKF4FYR","Stichting Huisvesting Ouderen Vlieland","Vlieland","nee","nee","ja","762874","71142","270168",NA,2013,9.3,35.4,NA
"3QK6W9TFTG","Uit de Steigers B.V.","Maastricht","ja","nee","nee",NA,NA,NA,NA,2013,NA,NA,NA
"3QKJSKWZDB","Comfortzorg AWBZ B.V.","Heerenveen","nee","nee","ja","876211","7517","866084",NA,2013,0.9,98.8,NA
"3QLFW7E9RR","Stichting HilverZorg","Hilversum","nee","nee","ja","60626000","1896000","40196000",NA,2013,3.1,66.3,NA
"3QLU7DG3FB","Tugra Zorg & Welzijn","ARNHEM","nee","nee","ja",NA,NA,NA,NA,2013,NA,NA,NA
"3QM9MDP3B9","Stichting re-Activate Zorg","Hilversum","ja","nee","nee","3958281","34130","0",NA,2013,0.9,0,NA
"3QNYB58YTR","V.O.F. Knippenberg","Paesens","nee","ja","nee",NA,NA,NA,NA,2013,NA,NA,NA
"3QRHTT42GB","Kleine Maatjes B.V.","Haarlem","nee","nee","ja","640457","106585","416091",NA,2013,16.6,65,NA
"3QRPJAVAWG","Zorggroep Triade B.V.","Brunssum","nee","ja","nee","219445","68885","96516",NA,2013,31.4,44,NA
"3QSH4JELPT","Zorggroep BOAT B.V.","Emmen","ja","ja","nee",NA,NA,NA,NA,2013,NA,NA,NA
"3QUUPRCKG6","Rondomzorg","Leeuwarden","ja","ja","nee",NA,NA,NA,NA,2013,NA,NA,NA
"3QVJXTLLHK","Smoel Kunstwerkplaats","Leeuwarden","nee","ja","nee",NA,NA,NA,NA,2013,NA,NA,NA
"3QW455ZBNB","ThuiszorgInHolland V & V B.V.","Haarlem","nee","nee","ja",NA,NA,NA,NA,2013,NA,NA,NA
"3QWV2B64S9","Inzowijs","Leiderdorp","ja","nee","nee","3758176","530159","2646189",NA,2013,14.1,70.4,NA
"3QXRQWUJ46","Stichting Momentum GGZ Diagnostiek en Behandelcentrum","Veldhoven","ja","nee","nee","4558217","-487573","2674970",NA,2013,-10.7,58.7,NA
"3QZ8N3BJQR","Stichting Akwaaba Zorg","Amsterdam","nee","nee","ja",NA,NA,NA,NA,2013,NA,NA,NA
"3V4PJ8ZWSN","DHZ Thuiszorg B.V.","'s-Gravenhage","nee","nee","ja",NA,NA,NA,NA,2013,NA,NA,NA
"3V7FWU2FKH","AndersOm ThuisBegeleiding B.V.","Assen","ja","ja","ja",NA,NA,NA,NA,2013,NA,NA,NA
"3VDH8VYYFH","Awa","Amersfoort","nee","nee","ja",NA,NA,NA,NA,2013,NA,NA,NA
"3VPK5KJNCY","Praktijk voor leer- en gedragsadviezen","Hilversum","ja","nee","nee","1077254","67718","554469",NA,2013,6.3,51.5,NA
"3VXYBDRR9H","Contact Zorg","Heemstede","nee","nee","ja",NA,NA,NA,NA,2013,NA,NA,NA
"54DE9H4CMN","Cessio B.V.","Simpelveld","ja","ja","nee",NA,NA,NA,NA,2013,NA,NA,NA
"54T7WGSEZN","Futuris Zorg en Werk Eindhoven B.V.","Eindhoven","ja","nee","nee","713792","47609","422631",NA,2013,6.7,59.2,NA
"54U2TSD2W3","De Kogge Thuiszorg B.V.","AMSTERDAM","nee","nee","ja",NA,NA,NA,NA,2013,NA,NA,NA
"5H2ZLG9EK2","Stichting Ster Hoogezand","Hoogezand","nee","nee","ja",NA,NA,NA,NA,2013,NA,NA,NA
"5H32MQ9GNY","Stichting MetGezelschap","Zutphen","nee","nee","ja","2512","344","0",NA,2013,13.7,0,NA
"5H3NB73PZH","A.J. Kempees Holding B.V.","Almelo","ja","nee","nee",NA,NA,NA,NA,2013,NA,NA,NA
"5H63PGNMQP","Hoepol V.O.F.","Alkmaar","ja","nee","nee","232820","191078","2763",NA,2013,82.1,1.2,NA
"5H7Z3857WP","Osperon B.V.","'s-Hertogenbosch","ja","nee","nee","1263057","646644","356258",NA,2013,51.2,28.2,NA
"5HAB5SKLWY","IJsselzorg B.V.","Warnsveld","nee","ja","nee",NA,NA,NA,NA,2013,NA,NA,NA
"5HAGCKC5MH","Idesta B.V.","Berltsum","nee","nee","ja",NA,NA,NA,NA,2013,NA,NA,NA
"5HBDK8HA53","Psycho Informa Instellingen B.V.","Schoonhoven","ja","nee","nee",NA,NA,NA,NA,2013,NA,NA,NA
"5HU2ATPJBH","Refaja Zorgboerderij","Echten","nee","ja","nee",NA,NA,NA,NA,2013,NA,NA,NA
